imagepath,polygon_1,polygon_2,polygon_3,polygon_4,polygon_5,polygon_6,polygon_7,polygon_8,labelname
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4906.jpg,283.124670887348,615.359816798006,608.349018014357,255.864317423553,448.967808296598,466.929165719482,615.446489891293,593.126533482235,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4907.jpg,447.492536822184,722.671014010573,754.184821263539,467.265894886578,473.579143527089,466.935135434861,587.340389547377,603.098121602143,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_KTD_nummer\Images\IMG_4908.jpg,305.335273315146,566.91899005582,529.604966700531,253.072509636843,369.305870465798,373.497788868095,487.416146838701,468.274328015277,FH_onlyNumber_handwritten_KTD_nummer
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4720.jpg,440.248622787233,693.55199519952,681.408895607164,440.114138343926,613.640590405904,497.47347398031,628.161853722217,766.20001842384,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4721.jpg,234.134604039029,732.541683685047,703.264624461085,278.747265713637,186.455708694913,329.331325506211,524.478509443594,372.542487663774,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4728.jpg,273.929177057357,714.85353283458,673.995677472984,290.953283458022,323.391354945969,495.334829592685,634.081296758105,468.947464671654,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4729.jpg,370.61418794859,697.670566388115,642.334633240483,336.560817084494,535.009389671361,500.232107023411,620.098327759197,669.186399108138,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4730.jpg,323.14695469547,648.043444344434,628.924894514768,338.188553181037,499.836463870841,580.891308016878,644.717105852205,571.031117866519,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4731.jpg,326.498713594731,587.403335822753,591.227084889221,327.388399302962,424.197134741262,449.577117773419,575.819762772018,574.67210236294,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4732.jpg,366.182262996942,599.165749235474,593.842201834863,370.879510703364,380.880122324159,365.848929663608,488.60366972477,532.444648318043,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4733.jpg,403.653527980535,723.186374695864,724.517354529706,382.152905198777,112.562823583077,227.00232637701,362.091131498471,256.148574485974,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4741.jpg,400.00244648318,627.036085626911,633.299082568807,416.28623853211,467.309480122324,482.966972477064,573.154128440367,553.425688073394,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4742.jpg,408.237101842773,575.768101681017,550.367527675277,391.456498564986,587.463397250976,572.495858958589,616.789421894219,635.052644526445,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4743.jpg,317.452299429339,672.007440744075,618.744962436966,292.463258417716,239.94944612286,368.49902399235,526.413087574677,396.854063816978,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4762.jpg,518.769468310297,790.357066367825,787.296924417881,529.479965135101,455.697973288503,386.073241804427,522.262277015037,606.424040347436,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4763.jpg,264.095055530199,730.994188346265,692.670135402404,278.583417008976,409.837052247319,378.530641113393,524.315719826603,564.032808578599,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4764.jpg,74.4900016691704,560.33877482891,568.840672406724,143.691977173548,249.556565277256,271.859231443235,454.729561295613,421.44390735146,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4777.jpg,374.393549368629,649.205050966073,589.382139053705,301.951741974745,439.274423910564,550.015012548483,675.240657084189,547.21145334246,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4778.jpg,391.627383619617,709.763305949714,701.351058003485,367.155389594225,530.678453348277,570.846567666013,715.834332679555,674.518557952741,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4779.jpg,288.170853863805,496.071610502842,639.402580258026,427.754297232912,423.552827272705,114.444573676779,203.866391021855,516.436133154695,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4783.jpg,292.047032723239,789.564503605103,694.727630432076,205.351903435469,457.030590191188,659.617456359102,878.419557298963,675.111491851233,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4784.jpg,292.592282798108,795.727469083991,854.754571545716,318.217470569374,611.779788923134,508.066263846928,743.162525625256,840.778432787111,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4785.jpg,114.989093890939,560.476999898094,664.10066419312,180.889601068269,697.819352193522,517.881816097226,674.456264385585,897.35929402929,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4843.jpg,429.075429788529,758.101445306557,758.568811805872,432.346995283737,529.455578370979,515.437782340863,680.380515628565,728.04102213096,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4844.jpg,285.469525380246,560.597899789979,573.75345352762,282.159076394006,579.834109805538,577.089113924051,695.467975793504,704.696817281562,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4845.jpg,312.206761969594,528.299341955979,635.648559110506,395.158429770819,824.865781861494,599.052611876808,730.776961034541,954.499268334184,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4846.jpg,233.437531200363,554.091036986612,669.805128205128,321.965781710915,730.080006806194,634.597277522545,881.319074357666,908.50028926323,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4847.jpg,291.294576809621,600.794917177218,595.915407306558,282.232629906966,709.17137995576,688.959707333674,845.774408711928,902.227701208099,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4848.jpg,281.387616004868,586.110573558497,586.110573558497,248.726561695997,576.860234918463,649.260736686053,774.910639753678,703.963960542768,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4849.jpg,145.383964704092,454.780587250875,497.310938688574,193.055347634261,423.854848277436,349.093269450148,512.166963267169,567.770887519964,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4850.jpg,485.386312977802,793.510120705664,680.556360259981,370.498889888989,621.309041499701,823.870903010033,948.303455964325,764.548804500703,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4851.jpg,482.989607442705,648.892943045156,540.149580213297,361.001860676197,361.391220010209,626.93078101072,714.747013782542,441.540956270206,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4852.jpg,216.070675575353,706.404751299183,711.536154417223,281.06844840386,545.595960440173,483.976236244602,633.461122719042,683.669786878395,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4853.jpg,168.841597028784,416.997585886722,555.622655524605,293.77530176416,475.41794121744,359.025128848029,515.927204346009,591.24020058504,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4854.jpg,689.084184914842,860.996593673966,796.996593673966,609.20097323601,439.532831565743,556.774934428099,683.359037518531,592.741635306192,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4855.jpg,526.528505106778,720.489507892293,639.48226555246,418.138532961931,559.289232483633,692.228081905558,835.436885360078,741.29564006129,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4857.jpg,344.272112548219,701.870478783753,777.851418198321,410.494032221466,277.059758380126,95.1547047813508,304.937927514038,445.025727411945,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4858.jpg,273.867755842977,850.34699341956,921.448422963467,379.822827320172,684.081027735239,738.443457546367,995.619567806704,874.349532074187,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4859.jpg,310.512019826518,688.643370508055,535.106815365551,234.378190830235,367.36992248062,877.941085271318,1024,537.560310077519,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4860.jpg,123.083124128312,575.337889353789,497.264435146444,87.8548582054859,424.720206718346,625.709974160207,934.338811369509,660.002067183462,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4861.jpg,263.996187819619,723.670289097875,963.881856599192,472.143816394667,749.542532299742,382.269471142685,607.324454406775,884.484443199153,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4862.jpg,224.745867997782,878.163505268996,734.617674881753,84.1477410976693,469.77983452688,754.933616738019,1024,778.344118773213,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4863.jpg,374.9727257553,626.218363395496,602.584222893589,371.723821238213,402.963067292645,508.958409785933,750.230748573347,577.743911439114,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4864.jpg,367.215571776156,706.368856447689,584.344336569579,299.168195718654,234.147342003194,411.706091718001,674.518557952741,429.731498470948,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4866.jpg,514.260926609266,842.796330275229,584.173221565664,315.614660623356,0,487.859175202621,648.764896685347,170.113005057543,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4867.jpg,219.941050535225,612.897613086296,629.04984142881,286.887573609392,576.967423181096,390.399436619718,500.395305164319,669.192636345737,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4868.jpg,532.10430504305,856.262209842154,768.409285051068,460.924048282265,188.338417384174,234.644574453267,361.307340855272,348.184621813623,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4869.jpg,276.587834549878,594.950692705725,734.459328477853,414.712335169421,623.374811772758,363.889773438478,504.194146140369,729.873865414711,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4870.jpg,450.823754680317,606.610536065764,521.266899495537,397.718117074865,542.801485905229,812.317337501628,998.181324950518,690.557627854476,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4871.jpg,594.418625137644,928.342173981438,663.039672801636,432.04769545383,179.544287063267,486.067422096317,730.222285174693,356.496128423041,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4872.jpg,537.955247981546,831.454671280277,601.143252595156,389.729181084198,271.877970011534,574.826066897347,799.232064590542,438.410841983852,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4873.jpg,457.886145361844,692.086735870819,434.610380622837,294.061361014994,270.486846931211,576.007151095732,806.909111880046,432.505420991926,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4874.jpg,124.677449890444,1024,990.337085231589,176.876848162904,285.242927569207,241.307396915329,657.751093080911,628.57085300598,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4875.jpg,252.73581230633,476.121027003099,572.945462594068,321.637096060204,472.287566887,265.602014479068,468.29889833176,630.746490399748,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4876.jpg,454.302986432499,729.654119694633,899.044887464895,592.829152327835,690.838706955651,537.020007382798,672.856742076676,784.879523282181,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4877.jpg,482.997112005623,909.187030152829,1022.30014751873,585.074443854369,542.728644826723,321.443374252439,531.754988983318,714.8711362921,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4878.jpg,450.464864670054,329.787695571467,455.506456784725,621.639778873877,507.485689580631,383.581772545692,107.490585670185,272.697538542188,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4882.jpg,352.894771582421,581.458259510162,512.994663254183,299.347678677911,427.733628549101,455.2963618998,673.845529842522,584.815662785312,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4883.jpg,477.129411764706,913.590383255551,643.579352283977,238.033048433048,134.149791036173,678.771201272872,882.322089631397,320.940521986918,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4884.jpg,545.610696869593,875.668271197106,718.129809658644,365.842881862514,124.428139754485,501.055146364495,630.142965061379,207.102360717658,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4885.jpg,105.372848828064,434.463929526506,353.2784646846,46.8999842693094,481.232672332389,568.74164305949,869.946553352219,694.928611898017,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4886.jpg,540.030046948357,981.359624413146,656.131455399061,286.193427230047,104.279690249912,756.669693769799,939.771418514607,301.078000703977,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4887.jpg,601.325821596244,999.38779342723,799.635680751174,392.920187793427,100.675325589581,545.45392467441,729.276522351285,265.034354100669,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4888.jpg,274.899578059072,619.365400843882,575.618565400844,261.289451476793,434.335484891631,594.715171650055,870.43863312767,636.835089384591,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4889.jpg,306.535791256712,814.051847046528,891.109258658594,313.621530255523,446.391007349762,201.569563337657,478.266493731085,680.58728923476,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4890.jpg,189.192922448102,766.783112832096,973.168696791094,379.520124771432,469.74394265233,15.8807168458779,287.58160986447,727.395555555555,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4891.jpg,329.564443002847,614.322579017552,843.280520416622,509.365070097668,642.956506701254,294.982447038478,467.641331603978,759.833290099438,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4892.jpg,343.512416280268,612.965275631118,578.937454920144,327.685522926327,393.010821256039,468.59884057971,751.954975845411,589.302222222222,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4893.jpg,475.52469775475,787.499827288428,700.486355785838,408.14231433506,286.190441033612,327.837484618872,534.481095783952,443.228974807331,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4894.jpg,107.673452789427,648.542268365581,754.373320748781,246.48091867233,416.675249600877,159.238338054769,422.248725212465,625.791690273843,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4895.jpg,373.822861159031,727.595619121247,805.969024610231,494.058703775287,828.32376890763,496.697004830918,641.145314009662,954.182608695652,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4896.jpg,477.64533745492,697.243482740855,544.741846980625,270.315989348153,226.796328502415,576.638260869565,704.839618138425,390.390570461058,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4897.jpg,289.284910196578,640.320972988262,708.095262339132,353.583594965351,689.930575882914,622.815081132676,816.125082193234,846.96780146357,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4898.jpg,352.253016730651,634.424494051851,645.198843547088,337.984283615337,418.081228668942,456.670534698521,561.953811149033,523.946985210466,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4899.jpg,458.811744386874,575.271848013817,508.950604490501,367.553713298791,568.844332167379,741.036585049877,861.226246923177,706.014431921233,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4900.jpg,422.226785461745,675.077018809221,726.124961108754,459.589534719276,533.87425086184,453.496632193052,652.268310792893,684.853831874834,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4901.jpg,282.586916753502,618.525784415885,613.368438115086,296.814078962603,842.952869670921,889.009307979509,1005.12843622471,953.559451245984,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4902.jpg,516.476868388368,754.170464135021,699.729957805907,436.276793248945,429.286196410981,645.583072298687,775.50681854137,553.891251384275,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4903.jpg,566.952321407896,768.978024777122,699.620609007757,502.574412411717,531.760718937223,646.990726751758,717.764713032908,612.315029955718,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4904.jpg,538.037745864733,761.82389686715,735.179221764065,519.546632541827,431.559653051793,433.743720450748,530.570708471082,534.647634282464,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4905.jpg,354.728205128205,710.913649313649,672.722507122507,340.406526806527,631.56910821838,576.393407162748,703.456680266822,772.426306586361,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4909.jpg,486.580958359489,857.542616033755,813.147679324895,473.866666666667,414.336827651144,543.199272267046,708.76294890049,561.019237462427,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4910.jpg,554.844905008636,934.73298791019,869.73816925734,511.603454231434,499.065345251976,569.109651509263,707.075709288768,648.970773416246,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4911.jpg,420.271757884316,775.000650544478,732.424494413803,398.983679818979,294.044815698753,370.512171837709,524.96754176611,446.545054362238,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4912.jpg,257.991018998273,596.229360967185,615.860449050086,290.621070811744,443.61360279829,383.120792848815,532.760901671201,607.31563674051,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4913.jpg,339.11591881262,664.142314335061,659.367184801382,345.269775474957,470.203709126403,468.818940277238,609.43819147558,607.846275424278,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4914.jpg,308.183510111724,637.062593692547,662.043501626361,324.258181303917,380.93953858393,309.685865818085,468.920445505171,529.963988332007,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4915.jpg,278.293477236713,616.208966199972,641.407099420167,276.251393013718,406.192474810746,422.214531954389,555.163457968708,549.949774595598,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4916.jpg,306.9805907173,760.651476793249,762.919831223629,308.600843881857,602.167157095396,591.475177978168,796.566777408638,823.782724252492,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4917.jpg,257.076793248945,646.261603375528,630.059071729958,203.932489451477,605.731150134472,617.071127986078,818.92273374466,783.2828033539,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4918.jpg,309.986873920553,660.693609671848,633.369257340242,321.12884283247,356.323539318565,504.902370773416,634.908848296412,487.656613550978,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4919.jpg,434.405526770294,804.478065630397,706.057340241796,354.554749568221,399.570592045602,540.985801269595,664.359295245498,553.455810338127,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4920.jpg,301.376442054202,776.608330697037,737.734556574924,290.362206052937,328.711691188103,400.963550071191,606.055149501661,530.239297579497,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4921.jpg,333.620607934055,536.204842864503,455.092014425554,272.291396187532,538.646376811594,733.354782608696,859.202898550725,646.290048309179,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4922.jpg,405.687735948539,887.074638827375,863.426426236423,376.20845723927,568.147223540579,627.115108368929,855.534662236988,781.662806517956,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4923.jpg,218.96013400335,647.638912511274,582.327741270455,148.107408839067,588.510724637681,700.111884057971,939.144154589372,783.614879227053,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4924.jpg,197.113652756311,768.068830499742,765.299124162803,268.730345182895,751.012460156476,878.011011301072,1024,893.440741813967,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4925.jpg,263.982277176713,919.215662029882,805.657702215353,246.177022153529,341.019395344345,519.054747416208,703.81587945523,568.509011880614,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4926.jpg,380.220817413454,706.37851105708,686.282644436726,377.19754544402,277.650099852392,324.595658591647,475.923955891291,423.110202309629,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4927.jpg,395.073624664121,599.917069721397,546.045198698911,349.673539810494,484.561495624503,631.196340493238,717.439352956775,572.759639352957,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4928.jpg,239.254008438819,598.950210970464,503.031223628692,166.018565400844,113.900110741971,360.463629172599,486.499383009017,271.363803195697,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4929.jpg,520.77362184441,700.408861411644,710.696342091705,481.206388459557,512.131207729469,482.450048309179,917.773719806763,927.667439613527,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4930.jpg,270.601370874196,607.507413265844,690.438131393019,359.687103237372,504.643347571587,395.131561461794,537.691283024838,686.082993197279,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4931.jpg,359.8831282704,707.009135907227,687.024409560175,320.999802008202,464.040237564959,501.399024286775,664.300710573762,614.12699119737,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4932.jpg,297.973921651817,745.892462169424,775.435101117239,278.206420591147,454.700540884505,478.592788206597,661.911485841553,649.313755435359,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4933.jpg,179.73195164076,576.598272884283,498.073920552677,120.838687392055,423.714652157015,481.554268687654,612.622023578184,591.396476227491,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4934.jpg,219.789982728843,645.307081174439,627.002417962004,225.891537132988,447.062754242778,457.410208576241,624.296074621065,620.581603834693,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4935.jpg,522.650830720438,863.652020038202,738.735985149828,462.336013578963,123.208992650238,464.985041072201,630.803924688412,295.040849359544,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4936.jpg,362.393248945148,755.142616033756,668.560260217791,238.888643756187,413.599525391552,580.459199493751,750.893821267568,542.563723150358,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4937.jpg,347.554630259281,779.985401919144,945.739059304704,461.04250432594,761.120459806191,523.778470254958,658.184513692162,964.707648725212,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4938.jpg,224.11732428228,766.609065009065,808.887795219912,218.903917409136,556.684115619199,511.004715636741,761.972898435428,808.896048793424,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4942.jpg,223.768318389177,711.847601069687,614.71499134812,181.725845524618,361.814353163362,640.779414542021,856.40925401322,569.708593012276,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4943.jpg,199.605977662419,753.406827119711,714.263835142363,198.156237218814,327.971104815864,343.442304060434,571.159017941454,605.485741265345,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4944.jpg,334.658376511226,801.825215889465,804.212780656304,313.435578583765,155.211478170748,147.517217256121,357.915455369867,354.200984583495,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4945.jpg,245.062776427,606.651053599208,561.911961968393,181.360071165332,459.919788139272,453.062158578626,657.277673915604,626.613915695666,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4946.jpg,192.530565429641,632.255428957911,681.598672922887,183.530299872641,610.736518771331,557.724143985953,739.755858930603,803.42497503365,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_handwritten_normalNumber\Images\IMG_4947.jpg,342.626160337553,825.137552742616,821.248945147679,360.448945147679,586.291188103148,607.351146970416,833.826704635342,786.198797658598,FH_onlyNumber_handwritten_normalNumber
FH_onlyNumber_printed_with_extra_number\Images\IMG_4633.jpg,461.601413655973,633.742976939203,558.471269446746,383.277471400062,304.878995690463,332.028511530398,722.443088345836,685.123177815252,FH_onlyNumber_printed_with_extra_number
FH_onlyNumber_printed_with_extra_number\Images\IMG_4634.jpg,330.669637650979,416.085679478527,426.307146046505,313.298137037496,277.72838043523,275.501839089067,611.624139207701,591.251766835329,FH_onlyNumber_printed_with_extra_number
FH_onlyNumber_printed_with_extra_number\Images\IMG_4635.jpg,590.403338298766,694.129246400061,535.282095185492,435.455527938875,413.289072290998,482.776463395996,682.715903477687,624.185460291162,FH_onlyNumber_printed_with_extra_number
FH_onlyNumber_printed_with_extra_number\Images\IMG_4636.jpg,152.584320912238,723.07179800448,696.799348401548,214.512237833435,451.21011768302,453.71416781293,600.201100412655,597.697050282745,FH_onlyNumber_printed_with_extra_number
FH_onlyNumber_printed_with_extra_number\Images\IMG_4637.jpg,361.80250846837,587.639366474412,585.389435136867,363.771198388721,310.015859938208,313.39052523172,450.908135942327,430.097699965671,FH_onlyNumber_printed_with_extra_number
FH_onlyNumber_printed_with_extra_number\Images\IMG_4638.jpg,378.02660111976,621.756220128363,629.72672402021,381.802102963266,140.389797172711,245.286334767466,374.099282933825,297.315017414464,FH_onlyNumber_printed_with_extra_number
FH_onlyNumber_printed_with_extra_number\Images\IMG_4639.jpg,537.968168168168,706.712912912913,640.602362312869,501.157780524653,272.691891891892,313.436636636637,550.109623526719,510.879139489644,FH_onlyNumber_printed_with_extra_number
